Frequenza,Territorio,Indicatore,Sesso,Classe di età,Anno,Osservazione,Stato dell’osservazione,Nota - Territorio,Nota - Indicatore,Nota - Sesso,Nota - Classi di età,Nota - Dataset
Annuale,Carlantino,Popolazione residente al 31 dicembre,Femmine,45-49 anni,2022,26,,,,,,
Annuale,Carlantino,Popolazione residente al 31 dicembre,Femmine,50-54 anni,2022,29,,,,,,
Annuale,Carlantino,Popolazione residente al 31 dicembre,Femmine,55-59 anni,2022,37,,,,,,
Annuale,Carlantino,Popolazione residente al 31 dicembre,Femmine,60-64 anni,2022,25,,,,,,
Annuale,Carlantino,Popolazione residente al 31 dicembre,Femmine,65-69 anni,2022,22,,,,,,
Annuale,Carlantino,Popolazione residente al 31 dicembre,Femmine,70-74 anni,2022,30,,,,,,
Annuale,Carlantino,Popolazione residente al 31 dicembre,Femmine,75-79 anni,2022,22,,,,,,
Annuale,Carlantino,Popolazione residente al 31 dicembre,Femmine,80-84 anni,2022,23,,,,,,
Annuale,Carlantino,Popolazione residente al 31 dicembre,Femmine,85-89 anni,2022,30,,,,,,
Annuale,Carlantino,Popolazione residente al 31 dicembre,Femmine,90-94 anni,2022,10,,,,,,
Annuale,Carlantino,Popolazione residente al 31 dicembre,Femmine,95-99 anni,2022,3,,,,,,
Annuale,Carlantino,Popolazione residente al 31 dicembre,Femmine,100 anni e più,2022,1,,,,,,
Annuale,Carlantino,Popolazione residente al 31 dicembre,Femmine,Totale,2022,416,,,,,,
Annuale,Carpino,Popolazione residente al 31 dicembre,Femmine,Fino a 4 anni,2022,53,,,,,,
Annuale,Carpino,Popolazione residente al 31 dicembre,Femmine,5-9 anni,2022,52,,,,,,
Annuale,Carpino,Popolazione residente al 31 dicembre,Femmine,10-14 anni,2022,83,,,,,,
Annuale,Carpino,Popolazione residente al 31 dicembre,Femmine,15-19 anni,2022,80,,,,,,
Annuale,Carpino,Popolazione residente al 31 dicembre,Femmine,20-24 anni,2022,96,,,,,,
Annuale,Carpino,Popolazione residente al 31 dicembre,Femmine,25-29 anni,2022,95,,,,,,
Annuale,Carpino,Popolazione residente al 31 dicembre,Femmine,30-34 anni,2022,118,,,,,,
Annuale,Carpino,Popolazione residente al 31 dicembre,Femmine,35-39 anni,2022,83,,,,,,
Annuale,Carpino,Popolazione residente al 31 dicembre,Femmine,40-44 anni,2022,98,,,,,,
Annuale,Carpino,Popolazione residente al 31 dicembre,Femmine,45-49 anni,2022,109,,,,,,
Annuale,Carpino,Popolazione residente al 31 dicembre,Femmine,50-54 anni,2022,145,,,,,,
Annuale,Carpino,Popolazione residente al 31 dicembre,Femmine,55-59 anni,2022,182,,,,,,
Annuale,Carpino,Popolazione residente al 31 dicembre,Femmine,60-64 anni,2022,141,,,,,,
Annuale,Carpino,Popolazione residente al 31 dicembre,Femmine,65-69 anni,2022,102,,,,,,
Annuale,Carpino,Popolazione residente al 31 dicembre,Femmine,70-74 anni,2022,93,,,,,,
Annuale,Carpino,Popolazione residente al 31 dicembre,Femmine,75-79 anni,2022,113,,,,,,
Annuale,Carpino,Popolazione residente al 31 dicembre,Femmine,80-84 anni,2022,123,,,,,,
Annuale,Carpino,Popolazione residente al 31 dicembre,Femmine,85-89 anni,2022,87,,,,,,
Annuale,Carpino,Popolazione residente al 31 dicembre,Femmine,90-94 anni,2022,44,,,,,,
Annuale,Carpino,Popolazione residente al 31 dicembre,Femmine,95-99 anni,2022,10,,,,,,
Annuale,Carpino,Popolazione residente al 31 dicembre,Femmine,100 anni e più,2022,1,,,,,,
Annuale,Carpino,Popolazione residente al 31 dicembre,Femmine,Totale,2022,'1,908',,,,,,
Annuale,Casalnuovo Monterotaro,Popolazione residente al 31 dicembre,Femmine,Fino a 4 anni,2022,18,,,,,,
Annuale,Casalnuovo Monterotaro,Popolazione residente al 31 dicembre,Femmine,5-9 anni,2022,21,,,,,,
Annuale,Casalnuovo Monterotaro,Popolazione residente al 31 dicembre,Femmine,10-14 anni,2022,34,,,,,,
Annuale,Casalnuovo Monterotaro,Popolazione residente al 31 dicembre,Femmine,15-19 anni,2022,29,,,,,,
Annuale,Casalnuovo Monterotaro,Popolazione residente al 31 dicembre,Femmine,20-24 anni,2022,29,,,,,,
Annuale,Casalnuovo Monterotaro,Popolazione residente al 31 dicembre,Femmine,25-29 anni,2022,27,,,,,,
Annuale,Casalnuovo Monterotaro,Popolazione residente al 31 dicembre,Femmine,30-34 anni,2022,32,,,,,,
Annuale,Casalnuovo Monterotaro,Popolazione residente al 31 dicembre,Femmine,35-39 anni,2022,27,,,,,,
Annuale,Casalnuovo Monterotaro,Popolazione residente al 31 dicembre,Femmine,40-44 anni,2022,34,,,,,,
Annuale,Casalnuovo Monterotaro,Popolazione residente al 31 dicembre,Femmine,45-49 anni,2022,43,,,,,,
Annuale,Casalnuovo Monterotaro,Popolazione residente al 31 dicembre,Femmine,50-54 anni,2022,43,,,,,,
Annuale,Casalnuovo Monterotaro,Popolazione residente al 31 dicembre,Femmine,55-59 anni,2022,60,,,,,,
Annuale,Casalnuovo Monterotaro,Popolazione residente al 31 dicembre,Femmine,60-64 anni,2022,61,,,,,,
Annuale,Casalnuovo Monterotaro,Popolazione residente al 31 dicembre,Femmine,65-69 anni,2022,43,,,,,,
Annuale,Casalnuovo Monterotaro,Popolazione residente al 31 dicembre,Femmine,70-74 anni,2022,49,,,,,,
Annuale,Casalnuovo Monterotaro,Popolazione residente al 31 dicembre,Femmine,75-79 anni,2022,52,,,,,,
Annuale,Casalnuovo Monterotaro,Popolazione residente al 31 dicembre,Femmine,80-84 anni,2022,40,,,,,,
Annuale,Casalnuovo Monterotaro,Popolazione residente al 31 dicembre,Femmine,85-89 anni,2022,20,,,,,,
Annuale,Casalnuovo Monterotaro,Popolazione residente al 31 dicembre,Femmine,90-94 anni,2022,18,,,,,,
Annuale,Casalnuovo Monterotaro,Popolazione residente al 31 dicembre,Femmine,95-99 anni,2022,8,,,,,,
Annuale,Casalnuovo Monterotaro,Popolazione residente al 31 dicembre,Femmine,Totale,2022,688,,,,,,
Annuale,Casalvecchio di Puglia,Popolazione residente al 31 dicembre,Femmine,Fino a 4 anni,2022,30,,,,,,
Annuale,Casalvecchio di Puglia,Popolazione residente al 31 dicembre,Femmine,5-9 anni,2022,24,,,,,,
Annuale,Casalvecchio di Puglia,Popolazione residente al 31 dicembre,Femmine,10-14 anni,2022,28,,,,,,
Annuale,Casalvecchio di Puglia,Popolazione residente al 31 dicembre,Femmine,15-19 anni,2022,27,,,,,,
Annuale,Casalvecchio di Puglia,Popolazione residente al 31 dicembre,Femmine,20-24 anni,2022,44,,,,,,
Annuale,Casalvecchio di Puglia,Popolazione residente al 31 dicembre,Femmine,25-29 anni,2022,35,,,,,,
Annuale,Casalvecchio di Puglia,Popolazione residente al 31 dicembre,Femmine,30-34 anni,2022,42,,,,,,
Annuale,Casalvecchio di Puglia,Popolazione residente al 31 dicembre,Femmine,35-39 anni,2022,49,,,,,,
Annuale,Casalvecchio di Puglia,Popolazione residente al 31 dicembre,Femmine,40-44 anni,2022,38,,,,,,
Annuale,Casalvecchio di Puglia,Popolazione residente al 31 dicembre,Femmine,45-49 anni,2022,64,,,,,,
Annuale,Casalvecchio di Puglia,Popolazione residente al 31 dicembre,Femmine,50-54 anni,2022,66,,,,,,
Annuale,Casalvecchio di Puglia,Popolazione residente al 31 dicembre,Femmine,55-59 anni,2022,71,,,,,,
Annuale,Casalvecchio di Puglia,Popolazione residente al 31 dicembre,Femmine,60-64 anni,2022,57,,,,,,
Annuale,Casalvecchio di Puglia,Popolazione residente al 31 dicembre,Femmine,65-69 anni,2022,66,,,,,,
Annuale,Casalvecchio di Puglia,Popolazione residente al 31 dicembre,Femmine,70-74 anni,2022,56,,,,,,
Annuale,Casalvecchio di Puglia,Popolazione residente al 31 dicembre,Femmine,75-79 anni,2022,46,,,,,,
Annuale,Casalvecchio di Puglia,Popolazione residente al 31 dicembre,Femmine,80-84 anni,2022,50,,,,,,
Annuale,Casalvecchio di Puglia,Popolazione residente al 31 dicembre,Femmine,85-89 anni,2022,35,,,,,,
Annuale,Casalvecchio di Puglia,Popolazione residente al 31 dicembre,Femmine,90-94 anni,2022,14,,,,,,
Annuale,Casalvecchio di Puglia,Popolazione residente al 31 dicembre,Femmine,95-99 anni,2022,7,,,,,,
Annuale,Casalvecchio di Puglia,Popolazione residente al 31 dicembre,Femmine,Totale,2022,849,,,,,,
Annuale,Castelluccio dei Sauri,Popolazione residente al 31 dicembre,Femmine,Fino a 4 anni,2022,39,,,,,,
Annuale,Castelluccio dei Sauri,Popolazione residente al 31 dicembre,Femmine,5-9 anni,2022,40,,,,,,
Annuale,Castelluccio dei Sauri,Popolazione residente al 31 dicembre,Femmine,10-14 anni,2022,43,,,,,,
Annuale,Castelluccio dei Sauri,Popolazione residente al 31 dicembre,Femmine,15-19 anni,2022,51,,,,,,
Annuale,Castelluccio dei Sauri,Popolazione residente al 31 dicembre,Femmine,20-24 anni,2022,58,,,,,,
Annuale,Castelluccio dei Sauri,Popolazione residente al 31 dicembre,Femmine,25-29 anni,2022,50,,,,,,
Annuale,Castelluccio dei Sauri,Popolazione residente al 31 dicembre,Femmine,30-34 anni,2022,58,,,,,,
Annuale,Castelluccio dei Sauri,Popolazione residente al 31 dicembre,Femmine,35-39 anni,2022,58,,,,,,
Annuale,Castelluccio dei Sauri,Popolazione residente al 31 dicembre,Femmine,40-44 anni,2022,54,,,,,,
Annuale,Castelluccio dei Sauri,Popolazione residente al 31 dicembre,Femmine,45-49 anni,2022,60,,,,,,
Annuale,Castelluccio dei Sauri,Popolazione residente al 31 dicembre,Femmine,50-54 anni,2022,88,,,,,,
Annuale,Castelluccio dei Sauri,Popolazione residente al 31 dicembre,Femmine,55-59 anni,2022,90,,,,,,
Annuale,Castelluccio dei Sauri,Popolazione residente al 31 dicembre,Femmine,60-64 anni,2022,67,,,,,,
Annuale,Castelluccio dei Sauri,Popolazione residente al 31 dicembre,Femmine,65-69 anni,2022,55,,,,,,
Annuale,Castelluccio dei Sauri,Popolazione residente al 31 dicembre,Femmine,70-74 anni,2022,69,,,,,,
Annuale,Castelluccio dei Sauri,Popolazione residente al 31 dicembre,Femmine,75-79 anni,2022,32,,,,,,
Annuale,Castelluccio dei Sauri,Popolazione residente al 31 dicembre,Femmine,80-84 anni,2022,32,,,,,,
Annuale,Castelluccio dei Sauri,Popolazione residente al 31 dicembre,Femmine,85-89 anni,2022,28,,,,,,
Annuale,Castelluccio dei Sauri,Popolazione residente al 31 dicembre,Femmine,90-94 anni,2022,15,,,,,,
Annuale,Castelluccio dei Sauri,Popolazione residente al 31 dicembre,Femmine,95-99 anni,2022,5,,,,,,
Annuale,Castelluccio dei Sauri,Popolazione residente al 31 dicembre,Femmine,Totale,2022,992,,,,,,
Annuale,Castelluccio Valmaggiore,Popolazione residente al 31 dicembre,Femmine,Fino a 4 anni,2022,19,,,,,,
Annuale,Castelluccio Valmaggiore,Popolazione residente al 31 dicembre,Femmine,5-9 anni,2022,25,,,,,,
Annuale,Castelluccio Valmaggiore,Popolazione residente al 31 dicembre,Femmine,10-14 anni,2022,23,,,,,,
Annuale,Castelluccio Valmaggiore,Popolazione residente al 31 dicembre,Femmine,15-19 anni,2022,23,,,,,,
Annuale,Castelluccio Valmaggiore,Popolazione residente al 31 dicembre,Femmine,20-24 anni,2022,49,,,,,,
Annuale,Castelluccio Valmaggiore,Popolazione residente al 31 dicembre,Femmine,25-29 anni,2022,26,,,,,,
Annuale,Castelluccio Valmaggiore,Popolazione residente al 31 dicembre,Femmine,30-34 anni,2022,29,,,,,,
Annuale,Castelluccio Valmaggiore,Popolazione residente al 31 dicembre,Femmine,35-39 anni,2022,35,,,,,,
Annuale,Castelluccio Valmaggiore,Popolazione residente al 31 dicembre,Femmine,40-44 anni,2022,35,,,,,,
Annuale,Castelluccio Valmaggiore,Popolazione residente al 31 dicembre,Femmine,45-49 anni,2022,39,,,,,,
Annuale,Castelluccio Valmaggiore,Popolazione residente al 31 dicembre,Femmine,50-54 anni,2022,47,,,,,,
Annuale,Castelluccio Valmaggiore,Popolazione residente al 31 dicembre,Femmine,55-59 anni,2022,48,,,,,,
Annuale,Castelluccio Valmaggiore,Popolazione residente al 31 dicembre,Femmine,60-64 anni,2022,43,,,,,,
Annuale,Castelluccio Valmaggiore,Popolazione residente al 31 dicembre,Femmine,65-69 anni,2022,38,,,,,,
Annuale,Castelluccio Valmaggiore,Popolazione residente al 31 dicembre,Femmine,70-74 anni,2022,33,,,,,,
Annuale,Castelluccio Valmaggiore,Popolazione residente al 31 dicembre,Femmine,75-79 anni,2022,31,,,,,,
Annuale,Castelluccio Valmaggiore,Popolazione residente al 31 dicembre,Femmine,80-84 anni,2022,27,,,,,,
Annuale,Castelluccio Valmaggiore,Popolazione residente al 31 dicembre,Femmine,85-89 anni,2022,32,,,,,,
Annuale,Castelluccio Valmaggiore,Popolazione residente al 31 dicembre,Femmine,90-94 anni,2022,13,,,,,,
Annuale,Castelluccio Valmaggiore,Popolazione residente al 31 dicembre,Femmine,95-99 anni,2022,3,,,,,,
Annuale,Castelluccio Valmaggiore,Popolazione residente al 31 dicembre,Femmine,Totale,2022,618,,,,,,
Annuale,Castelnuovo della Daunia,Popolazione residente al 31 dicembre,Femmine,Fino a 4 anni,2022,9,,,,,,
Annuale,Castelnuovo della Daunia,Popolazione residente al 31 dicembre,Femmine,5-9 anni,2022,16,,,,,,
Annuale,Castelnuovo della Daunia,Popolazione residente al 31 dicembre,Femmine,10-14 anni,2022,30,,,,,,
Annuale,Castelnuovo della Daunia,Popolazione residente al 31 dicembre,Femmine,15-19 anni,2022,25,,,,,,
Annuale,Castelnuovo della Daunia,Popolazione residente al 31 dicembre,Femmine,20-24 anni,2022,27,,,,,,
Annuale,Castelnuovo della Daunia,Popolazione residente al 31 dicembre,Femmine,25-29 anni,2022,33,,,,,,
Annuale,Castelnuovo della Daunia,Popolazione residente al 31 dicembre,Femmine,30-34 anni,2022,27,,,,,,
Annuale,Castelnuovo della Daunia,Popolazione residente al 31 dicembre,Femmine,35-39 anni,2022,22,,,,,,
Annuale,Castelnuovo della Daunia,Popolazione residente al 31 dicembre,Femmine,40-44 anni,2022,33,,,,,,
Annuale,Castelnuovo della Daunia,Popolazione residente al 31 dicembre,Femmine,45-49 anni,2022,41,,,,,,
Annuale,Castelnuovo della Daunia,Popolazione residente al 31 dicembre,Femmine,50-54 anni,2022,49,,,,,,
Annuale,Castelnuovo della Daunia,Popolazione residente al 31 dicembre,Femmine,55-59 anni,2022,57,,,,,,
Annuale,Castelnuovo della Daunia,Popolazione residente al 31 dicembre,Femmine,60-64 anni,2022,49,,,,,,
Annuale,Castelnuovo della Daunia,Popolazione residente al 31 dicembre,Femmine,65-69 anni,2022,42,,,,,,
Annuale,Castelnuovo della Daunia,Popolazione residente al 31 dicembre,Femmine,70-74 anni,2022,45,,,,,,
Annuale,Castelnuovo della Daunia,Popolazione residente al 31 dicembre,Femmine,75-79 anni,2022,40,,,,,,
Annuale,Castelnuovo della Daunia,Popolazione residente al 31 dicembre,Femmine,80-84 anni,2022,38,,,,,,
Annuale,Castelnuovo della Daunia,Popolazione residente al 31 dicembre,Femmine,85-89 anni,2022,21,,,,,,
Annuale,Castelnuovo della Daunia,Popolazione residente al 31 dicembre,Femmine,90-94 anni,2022,26,,,,,,
Annuale,Castelnuovo della Daunia,Popolazione residente al 31 dicembre,Femmine,95-99 anni,2022,6,,,,,,
Annuale,Castelnuovo della Daunia,Popolazione residente al 31 dicembre,Femmine,Totale,2022,636,,,,,,
Annuale,Celenza Valfortore,Popolazione residente al 31 dicembre,Femmine,Fino a 4 anni,2022,21,,,,,,
Annuale,Celenza Valfortore,Popolazione residente al 31 dicembre,Femmine,5-9 anni,2022,25,,,,,,
Annuale,Celenza Valfortore,Popolazione residente al 31 dicembre,Femmine,10-14 anni,2022,24,,,,,,
Annuale,Celenza Valfortore,Popolazione residente al 31 dicembre,Femmine,15-19 anni,2022,27,,,,,,
Annuale,Celenza Valfortore,Popolazione residente al 31 dicembre,Femmine,20-24 anni,2022,32,,,,,,
Annuale,Celenza Valfortore,Popolazione residente al 31 dicembre,Femmine,25-29 anni,2022,32,,,,,,
Annuale,Celenza Valfortore,Popolazione residente al 31 dicembre,Femmine,30-34 anni,2022,26,,,,,,
Annuale,Celenza Valfortore,Popolazione residente al 31 dicembre,Femmine,35-39 anni,2022,33,,,,,,
Annuale,Celenza Valfortore,Popolazione residente al 31 dicembre,Femmine,40-44 anni,2022,31,,,,,,
Annuale,Celenza Valfortore,Popolazione residente al 31 dicembre,Femmine,45-49 anni,2022,43,,,,,,
Annuale,Celenza Valfortore,Popolazione residente al 31 dicembre,Femmine,50-54 anni,2022,47,,,,,,
Annuale,Celenza Valfortore,Popolazione residente al 31 dicembre,Femmine,55-59 anni,2022,46,,,,,,
Annuale,Celenza Valfortore,Popolazione residente al 31 dicembre,Femmine,60-64 anni,2022,48,,,,,,
Annuale,Celenza Valfortore,Popolazione residente al 31 dicembre,Femmine,65-69 anni,2022,45,,,,,,
Annuale,Celenza Valfortore,Popolazione residente al 31 dicembre,Femmine,70-74 anni,2022,54,,,,,,
Annuale,Celenza Valfortore,Popolazione residente al 31 dicembre,Femmine,75-79 anni,2022,49,,,,,,
Annuale,Celenza Valfortore,Popolazione residente al 31 dicembre,Femmine,80-84 anni,2022,45,,,,,,
Annuale,Celenza Valfortore,Popolazione residente al 31 dicembre,Femmine,85-89 anni,2022,44,,,,,,
Annuale,Celenza Valfortore,Popolazione residente al 31 dicembre,Femmine,90-94 anni,2022,33,,,,,,
Annuale,Celenza Valfortore,Popolazione residente al 31 dicembre,Femmine,95-99 anni,2022,8,,,,,,
Annuale,Celenza Valfortore,Popolazione residente al 31 dicembre,Femmine,Totale,2022,713,,,,,,
Annuale,Celle di San Vito,Popolazione residente al 31 dicembre,Femmine,Fino a 4 anni,2022,4,,,,,,
Annuale,Celle di San Vito,Popolazione residente al 31 dicembre,Femmine,5-9 anni,2022,1,,,,,,
Annuale,Celle di San Vito,Popolazione residente al 31 dicembre,Femmine,15-19 anni,2022,2,,,,,,
Annuale,Celle di San Vito,Popolazione residente al 31 dicembre,Femmine,20-24 anni,2022,2,,,,,,
Annuale,Celle di San Vito,Popolazione residente al 31 dicembre,Femmine,25-29 anni,2022,4,,,,,,
Annuale,Celle di San Vito,Popolazione residente al 31 dicembre,Femmine,30-34 anni,2022,4,,,,,,
Annuale,Celle di San Vito,Popolazione residente al 31 dicembre,Femmine,35-39 anni,2022,3,,,,,,
Annuale,Celle di San Vito,Popolazione residente al 31 dicembre,Femmine,40-44 anni,2022,2,,,,,,
Annuale,Celle di San Vito,Popolazione residente al 31 dicembre,Femmine,45-49 anni,2022,4,,,,,,
Annuale,Celle di San Vito,Popolazione residente al 31 dicembre,Femmine,50-54 anni,2022,7,,,,,,
Annuale,Celle di San Vito,Popolazione residente al 31 dicembre,Femmine,55-59 anni,2022,6,,,,,,
Annuale,Celle di San Vito,Popolazione residente al 31 dicembre,Femmine,60-64 anni,2022,7,,,,,,
Annuale,Celle di San Vito,Popolazione residente al 31 dicembre,Femmine,65-69 anni,2022,5,,,,,,
Annuale,Celle di San Vito,Popolazione residente al 31 dicembre,Femmine,70-74 anni,2022,4,,,,,,
Annuale,Celle di San Vito,Popolazione residente al 31 dicembre,Femmine,75-79 anni,2022,2,,,,,,
Annuale,Celle di San Vito,Popolazione residente al 31 dicembre,Femmine,80-84 anni,2022,9,,,,,,
Annuale,Celle di San Vito,Popolazione residente al 31 dicembre,Femmine,85-89 anni,2022,7,,,,,,
Annuale,Celle di San Vito,Popolazione residente al 31 dicembre,Femmine,Totale,2022,73,,,,,,
Annuale,Cerignola,Popolazione residente al 31 dicembre,Femmine,Fino a 4 anni,2022,'1,170',,,,,,
Annuale,Cerignola,Popolazione residente al 31 dicembre,Femmine,5-9 anni,2022,'1,325',,,,,,
Annuale,Cerignola,Popolazione residente al 31 dicembre,Femmine,10-14 anni,2022,'1,588',,,,,,
Annuale,Cerignola,Popolazione residente al 31 dicembre,Femmine,15-19 anni,2022,'1,691',,,,,,
Annuale,Cerignola,Popolazione residente al 31 dicembre,Femmine,20-24 anni,2022,'1,790',,,,,,
Annuale,Cerignola,Popolazione residente al 31 dicembre,Femmine,25-29 anni,2022,'1,713',,,,,,
Annuale,Cerignola,Popolazione residente al 31 dicembre,Femmine,30-34 anni,2022,'1,864',,,,,,
Annuale,Cerignola,Popolazione residente al 31 dicembre,Femmine,35-39 anni,2022,'1,749',,,,,,
Annuale,Cerignola,Popolazione residente al 31 dicembre,Femmine,40-44 anni,2022,'1,922',,,,,,
Annuale,Cerignola,Popolazione residente al 31 dicembre,Femmine,45-49 anni,2022,'2,255',,,,,,
Annuale,Cerignola,Popolazione residente al 31 dicembre,Femmine,50-54 anni,2022,'2,202',,,,,,
Annuale,Cerignola,Popolazione residente al 31 dicembre,Femmine,55-59 anni,2022,'2,220',,,,,,
Annuale,Cerignola,Popolazione residente al 31 dicembre,Femmine,60-64 anni,2022,'1,710',,,,,,
Annuale,Cerignola,Popolazione residente al 31 dicembre,Femmine,65-69 anni,2022,'1,481',,,,,,
Annuale,Cerignola,Popolazione residente al 31 dicembre,Femmine,70-74 anni,2022,'1,343',,,,,,
Annuale,Cerignola,Popolazione residente al 31 dicembre,Femmine,75-79 anni,2022,'1,126',,,,,,
Annuale,Cerignola,Popolazione residente al 31 dicembre,Femmine,80-84 anni,2022,818,,,,,,
Annuale,Cerignola,Popolazione residente al 31 dicembre,Femmine,85-89 anni,2022,514,,,,,,
Annuale,Cerignola,Popolazione residente al 31 dicembre,Femmine,90-94 anni,2022,198,,,,,,
Annuale,Cerignola,Popolazione residente al 31 dicembre,Femmine,95-99 anni,2022,63,,,,,,
Annuale,Cerignola,Popolazione residente al 31 dicembre,Femmine,100 anni e più,2022,2,,,,,,
Annuale,Cerignola,Popolazione residente al 31 dicembre,Femmine,Totale,2022,'28,744',,,,,,
Annuale,Chieuti,Popolazione residente al 31 dicembre,Femmine,Fino a 4 anni,2022,19,,,,,,
Annuale,Chieuti,Popolazione residente al 31 dicembre,Femmine,5-9 anni,2022,27,,,,,,
Annuale,Chieuti,Popolazione residente al 31 dicembre,Femmine,10-14 anni,2022,34,,,,,,
Annuale,Chieuti,Popolazione residente al 31 dicembre,Femmine,15-19 anni,2022,29,,,,,,
Annuale,Chieuti,Popolazione residente al 31 dicembre,Femmine,20-24 anni,2022,41,,,,,,
Annuale,Chieuti,Popolazione residente al 31 dicembre,Femmine,25-29 anni,2022,49,,,,,,
Annuale,Chieuti,Popolazione residente al 31 dicembre,Femmine,30-34 anni,2022,28,,,,,,
Annuale,Chieuti,Popolazione residente al 31 dicembre,Femmine,35-39 anni,2022,42,,,,,,
Annuale,Chieuti,Popolazione residente al 31 dicembre,Femmine,40-44 anni,2022,42,,,,,,
Annuale,Chieuti,Popolazione residente al 31 dicembre,Femmine,45-49 anni,2022,45,,,,,,
Annuale,Chieuti,Popolazione residente al 31 dicembre,Femmine,50-54 anni,2022,49,,,,,,
